Seq,SOMAS_ID_round1,SOMAS_ID_round2,ColCheck_r1,ColCheck_r2,Organism,CV_r1,CV_r2
7953-20,SLAMF1.7953.20.3,SLAMF1.7953.20.3,PASS,PASS,Human,3.84413885583258,7.7479988509842
7955-195,ITIH1.7955.195.3,ITIH1.7955.195.3,PASS,PASS,Human,4.6760777866146,4.61337349937143
7956-11,MINOS1.7956.11.3,MINOS1.7956.11.3,PASS,PASS,Human,7.75799663801339,9.93041166418194
7957-2,SCG3.7957.2.3,SCG3.7957.2.3,PASS,PASS,Human,5.41407791293145,5.3580708107495
7958-15,KIRREL2.7958.15.3,KIRREL2.7958.15.3,PASS,PASS,Human,5.13502508110649,4.35542757734919
7959-34,CDH7.7959.34.3,CDH7.7959.34.3,PASS,PASS,Human,5.97260175938482,6.73224465826186
7962-11,SPINK8.7962.11.3,SPINK8.7962.11.3,PASS,PASS,Human,5.50843004485513,5.98560643846613
7963-36,TTMP.7963.36.3,TTMP.7963.36.3,PASS,PASS,Human,4.03111695477904,5.96183366611915
7965-25,HBQ1.7965.25.3,HBQ1.7965.25.3,PASS,PASS,Human,11.9513246603329,8.47316262035732
7968-15,CRTAM.7968.15.3,CRTAM.7968.15.3,PASS,PASS,Human,5.6542158111047,9.77669489109688
7970-315,ART3.7970.315.3,ART3.7970.315.3,PASS,PASS,Human,3.01050975341617,5.90175865235733
7975-97,UNC5A.7975.97.3,UNC5A.7975.97.3,PASS,PASS,Human,4.09467234706257,5.39757245834623
7980-72,B3GNT2.7980.72.3,B3GNT2.7980.72.3,PASS,PASS,Human,4.23435976401867,5.78011688439982
7981-230,B3GALT6.7981.230.3,B3GALT6.7981.230.3,PASS,PASS,Human,4.00049317898741,6.69988128888768
7982-10,MRPL32.7982.10.3,MRPL32.7982.10.3,PASS,PASS,Human,3.20886885354176,18.0275888238371
7983-1,PCDHGC5.7983.1.3,PCDHGC5.7983.1.3,PASS,PASS,Human,5.41376417100315,11.8729680062112
7986-98,NAALAD2.7986.98.3,NAALAD2.7986.98.3,PASS,PASS,Human,8.10459821411636,5.84216309467065
7989-5,C1orf226.7989.5.3,C1orf226.7989.5.3,PASS,PASS,Human,5.75306123235502,11.4478358439813
7991-54,IQCF1.7991.54.3,IQCF1.7991.54.3,PASS,PASS,Human,13.1752847007002,17.6340710522403
7992-3,TMIE.7992.3.3,TMIE.7992.3.3,PASS,PASS,Human,3.32081651276215,4.63839562774369
7993-23,ASTL.7993.23.3,ASTL.7993.23.3,PASS,PASS,Human,7.73654893096896,8.05621779308548
7994-41,ERO1LB.7994.41.3,ERO1LB.7994.41.3,PASS,PASS,Human,5.8829500477905,7.24876534852808
7995-16,VWC2L.7995.16.3,VWC2L.7995.16.3,PASS,PASS,Human,2.90616927687514,4.16186466563582
7999-23,ENTPD1.7999.23.3,ENTPD1.7999.23.3,PASS,PASS,Human,4.82924114572836,6.64399581607688
8000-17,KIR2DL5A.8000.17.3,KIR2DL5A.8000.17.3,PASS,PASS,Human,4.10411169640596,6.57917835871763
8002-27,TMPRSS5.8002.27.3,TMPRSS5.8002.27.3,PASS,PASS,Human,4.84347031833636,5.52041541626833
8003-57,LGI3.8003.57.3,LGI3.8003.57.3,PASS,PASS,Human,4.40088680060964,9.44941630815129
8004-15,GAPDHS.8004.15.3,GAPDHS.8004.15.3,PASS,PASS,Human,4.7839875859143,12.5977836053639
8005-1,MXRA7.8005.1.3,MXRA7.8005.1.3,PASS,PASS,Human,6.53488033290622,9.5979317394659
8006-12,DNAJB12.8006.12.3,DNAJB12.8006.12.3,PASS,PASS,Human,6.50651901002168,8.05061483271534
8008-28,HRK.8008.28.3,HRK.8008.28.3,PASS,PASS,Human,4.84411317827272,3.4998424939387
8009-121,SURF1.8009.121.3,SURF1.8009.121.3,PASS,PASS,Human,8.57420053620611,7.60298317366642
8013-9,LMAN2L.8013.9.3,LMAN2L.8013.9.3,PASS,PASS,Human,6.87943283261634,10.1934766292563
8014-359,MANEA.8014.359.3,MANEA.8014.359.3,PASS,PASS,Human,3.48826228476771,3.76943847216516
8015-144,CHCHD2.8015.144.3,CHCHD2.8015.144.3,PASS,PASS,Human,3.96062813459339,8.269293486525
8016-19,DNAJC4.8016.19.3,DNAJC4.8016.19.3,PASS,PASS,Human,8.65336476581537,13.5139361439253
8018-43,VSIG2.8018.43.3,VSIG2.8018.43.3,PASS,PASS,Human,5.24057014292938,5.05529916745144
8019-73,STMN3.8019.73.3,STMN3.8019.73.3,PASS,PASS,Human,5.45041133596377,6.39552895731961
8021-59,MRPL14.8021.59.3,MRPL14.8021.59.3,PASS,PASS,Human,5.19839694252803,7.70222470880168
8024-64,TPST2.8024.64.3,TPST2.8024.64.3,PASS,PASS,Human,3.52385058292952,5.12166114032293
8028-22,SPINK5.8028.22.3,SPINK5.8028.22.3,PASS,PASS,Human,3.87594216422127,8.31123421077326
8031-11,CEACAM1.8031.11.3,CEACAM1.8031.11.3,PASS,PASS,Human,4.92654820169707,5.95377825293596
8033-1,DNAJC18.8033.1.3,DNAJC18.8033.1.3,PASS,PASS,Human,3.39798220938771,5.12089782289781
8034-6,DRGX.8034.6.3,DRGX.8034.6.3,PASS,PASS,Human,3.2109489059739,8.94719182194047
8035-6,C1orf198.8035.6.3,C1orf198.8035.6.3,PASS,PASS,Human,4.42871759467396,7.6800913287768
8037-53,DNAJB14.8037.53.3,DNAJB14.8037.53.3,PASS,PASS,Human,5.33687627615191,8.31006479561696
8038-41,NSDHL.8038.41.3,NSDHL.8038.41.3,PASS,PASS,Human,5.22118405365854,19.8293298611605
8039-41,FAM177A1.8039.41.3,FAM177A1.8039.41.3,PASS,PASS,Human,3.16952368026027,3.85809018326158
8040-9,LEMD1.8040.9.3,LEMD1.8040.9.3,PASS,PASS,Human,3.16066401633365,2.33963805811266
8041-5,FNDC5.8041.5.3,FNDC5.8041.5.3,PASS,PASS,Human,5.03470000615697,9.04583288273013
8042-88,SPINK9.8042.88.3,SPINK9.8042.88.3,PASS,PASS,Human,4.81135246605009,4.89238731114041
8044-90,XG.8044.90.3,XG.8044.90.3,PASS,PASS,Human,5.22384758579613,4.17327556754651
8046-9,LGALS1.8046.9.3,LGALS1.8046.9.3,PASS,PASS,Human,5.91088735001719,5.54001385433941
8051-10,AGGF1.8051.10.3,AGGF1.8051.10.3,PASS,PASS,Human,6.46510551838201,8.85138462559279
8052-115,NLGN1.8052.115.3,NLGN1.8052.115.3,PASS,PASS,Human,6.14076313496068,11.9058949804812
8053-16,DNAJB14.8053.16.3,DNAJB14.8053.16.3,PASS,PASS,Human,3.75268630407641,4.33932283266921
8055-33,DGCR2.8055.33.3,DGCR2.8055.33.3,PASS,PASS,Human,7.87965224333029,4.7503526932396
8057-78,USE1.8057.78.3,USE1.8057.78.3,PASS,PASS,Human,4.10923202881196,2.939756741408
8059-1,THPO.8059.1.3,THPO.8059.1.3,PASS,PASS,Human,4.0656213706094,8.36214445138279
8060-7,NRG2.8060.7.3,NRG2.8060.7.3,PASS,PASS,Human,8.31688419939227,6.2321433571438
8061-102,FAM171B.8061.102.3,FAM171B.8061.102.3,PASS,PASS,Human,5.08287084203034,6.72019840857671
8064-125,PVR.8064.125.3,PVR.8064.125.3,PASS,PASS,Human,5.30977080537434,8.84283257854986
8065-245,PATE4.8065.245.3,PATE4.8065.245.3,PASS,PASS,Human,5.89908874696439,8.80241909949947
8067-21,KCNE3.8067.21.3,KCNE3.8067.21.3,PASS,PASS,Human,7.08950455981136,4.0711818014378
8068-43,KIAA1161.8068.43.3,KIAA1161.8068.43.3,PASS,PASS,Human,6.84168835118922,8.62520351182747
8069-85,CD3E.8069.85.3,CD3E.8069.85.3,PASS,PASS,Human,5.45822921001943,5.42100781190924
8072-19,MZT1.8072.19.3,MZT1.8072.19.3,PASS,PASS,Human,5.5563864977795,6.41498093051182
8074-32,TMEM70.8074.32.3,TMEM70.8074.32.3,PASS,PASS,Human,2.41803583829966,5.74839521806404
8076-4,SPACA3.8076.4.3,SPACA3.8076.4.3,PASS,PASS,Human,8.02045769400929,10.1491142519207
8078-15,C6orf226.8078.15.3,C6orf226.8078.15.3,PASS,PASS,Human,5.17986256967302,4.92922549196541
8079-39,EID3.8079.39.3,EID3.8079.39.3,PASS,PASS,Human,3.75036469557417,4.47384568454837
8080-24,MSMP.8080.24.3,MSMP.8080.24.3,PASS,PASS,Human,2.72711970246999,4.65807835723514
8081-55,PLD5.8081.55.3,PLD5.8081.55.3,PASS,PASS,Human,4.53618028839773,5.55664862980665
8086-49,ITM2B.8086.49.3,ITM2B.8086.49.3,PASS,PASS,Human,19.8054134741343,6.04391089343492
8087-250,RNF13.8087.250.3,RNF13.8087.250.3,PASS,PASS,Human,8.68305174975304,8.5219349226871
8088-56,C1orf210.8088.56.3,C1orf210.8088.56.3,PASS,PASS,Human,3.51655606019115,3.36828193160382
8089-173,NR4A1.8089.173.3,NR4A1.8089.173.3,PASS,PASS,Human,4.45624290891593,6.00111448778176
8092-29,IL6R.8092.29.3,IL6R.8092.29.3,PASS,PASS,Human,5.08535825843704,8.56567092753902
8093-13,KIAA1161.8093.13.3,KIAA1161.8093.13.3,PASS,PASS,Human,9.93339650164841,9.32739225668985
8094-20,CISD2.8094.20.3,CISD2.8094.20.3,PASS,PASS,Human,3.84773078081734,2.91686281105827
8097-77,LIPN.8097.77.3,LIPN.8097.77.3,PASS,PASS,Human,3.43797220862458,3.51711127409118
8098-37,TBXAS1.8098.37.3,TBXAS1.8098.37.3,PASS,PASS,Human,6.73394749071749,8.83422151898871
8106-15,SSR1.8106.15.3,SSR1.8106.15.3,PASS,PASS,Human,6.87098480561521,4.17974458768688
8107-12,TMEM234.8107.12.3,TMEM234.8107.12.3,PASS,PASS,Human,5.06477863579619,6.37260733631111
8220-15,C10orf35.8220.15.3,C10orf35.8220.15.3,PASS,PASS,Human,6.16305633095155,10.1954850143933
8222-49,CDHR3.8222.49.3,CDHR3.8222.49.3,PASS,PASS,Human,4.86904265613809,8.15114535754776
8225-86,EPHB2.8225.86.3,EPHB2.8225.86.3,PASS,PASS,Human,4.78751033930071,5.43665293084348
8228-10,C11orf83.8228.10.3,UQCC3.8228.10.3,PASS,PASS,Human,4.93892745337249,11.5664313277549
8229-1,GXYLT1.8229.1.3,GXYLT1.8229.1.3,PASS,PASS,Human,3.30250402151567,2.39628101697357
8232-90,AMICA1.8232.90.3,AMICA1.8232.90.3,PASS,PASS,Human,3.49000811553778,4.4142534577783
8233-2,ITIH5.8233.2.3,ITIH5.8233.2.3,PASS,PASS,Human,3.55530548442323,9.17549577670372
8235-48,CHGB.8235.48.3,CHGB.8235.48.3,PASS,PASS,Human,5.81336746948471,5.23048273399304
8236-8,C18orf32.8236.8.3,C18orf32.8236.8.3,PASS,PASS,Human,2.7858924862362,14.0323065254473
8240-207,GPNMB.8240.207.3,GPNMB.8240.207.3,PASS,PASS,Human,4.3157355011279,5.09600997588075
8242-9,CLEC2L.8242.9.3,CLEC2L.8242.9.3,PASS,PASS,Human,4.01366316817414,5.81780420259187
8244-16,FUT8.8244.16.3,FUT8.8244.16.3,PASS,PASS,Human,3.11012898957938,6.17528249194952
8245-27,ICAM5.8245.27.3,ICAM5.8245.27.3,PASS,PASS,Human,4.9565997332836,5.85556737186695
8248-222,SIGLEC14.8248.222.3,SIGLEC14.8248.222.3,PASS,PASS,Human,3.6036252621019,6.16041173157829
8250-2,PTPRJ.8250.2.3,PTPRJ.8250.2.3,PASS,PASS,Human,4.13077634758619,2.84967497267403
8252-2,NOTUM.8252.2.3,NOTUM.8252.2.3,PASS,PASS,Human,5.51569320029139,5.14560398575934
8253-2,POMGNT1.8253.2.3,POMGNT1.8253.2.3,PASS,PASS,Human,6.4803854019731,4.65575495392652
8255-34,MRVI1.8255.34.3,MRVI1.8255.34.3,PASS,PASS,Human,12.6778313229802,11.0810685766055
8256-57,TNFRSF11A.8256.57.3,TNFRSF11A.8256.57.3,PASS,PASS,Human,3.387061381731,4.69136861000925
8257-71,OXT.8257.71.3,OXT.8257.71.3,PASS,PASS,Human,4.12410716362984,5.73037102212531
8258-22,UXS1.8258.22.3,UXS1.8258.22.3,PASS,PASS,Human,9.64788291431322,8.03304644530452
8259-25,B3GNT1.8259.25.3,B3GNT1.8259.25.3,PASS,PASS,Human,5.27524605668468,7.29109831824754
8260-13,PDZK1IP1.8260.13.3,PDZK1IP1.8260.13.3,PASS,PASS,Human,9.38805424577776,7.97188314041986
8261-51,STOM.8261.51.3,STOM.8261.51.3,PASS,PASS,Human,3.93872497010723,5.49686212950563
8262-20,APOD.8262.20.3,APOD.8262.20.3,PASS,PASS,Human,8.88662259496602,7.13971064634359
8263-64,C18orf56.8263.64.3,TYMSOS.8263.64.3,PASS,PASS,Human,7.31809301520324,6.83473130895087
8264-43,DLL1.8264.43.3,DLL1.8264.43.3,PASS,PASS,Human,7.69093266184125,4.92664759821598
8265-225,TMPO.8265.225.3,TMPO.8265.225.3,PASS,PASS,Human,3.04394748746772,3.34009611405408
8268-98,HS3ST3A1.8268.98.3,HS3ST3A1.8268.98.3,PASS,PASS,Human,7.73093253743777,10.9389512403916
8269-327,ARSK.8269.327.3,ARSK.8269.327.3,PASS,PASS,Human,3.59758468128663,5.27318299653453
8273-84,IL31RA.8273.84.3,IL31RA.8273.84.3,PASS,PASS,Human,7.65005610189367,6.83575058150803
8274-64,STX7.8274.64.3,STX7.8274.64.3,PASS,PASS,Human,3.7342894228073,3.98420170060572
8275-31,PEAR1.8275.31.3,PEAR1.8275.31.3,PASS,PASS,Human,4.14238331891853,4.21399261162145
8280-238,VTN.8280.238.3,VTN.8280.238.3,PASS,PASS,Human,7.85898194296747,10.519058913721
8282-15,CLEC5A.8282.15.3,CLEC5A.8282.15.3,PASS,PASS,Human,3.16705967113379,3.44345265948986
8285-64,ADCYAP1.8285.64.3,ADCYAP1.8285.64.3,PASS,PASS,Human,4.42910393789237,6.98045477030113
8286-44,UPK3B.8286.44.3,UPK3B.8286.44.3,PASS,PASS,Human,4.7377796924961,5.53845752412361
8289-8,GPNMB.8289.8.3,GPNMB.8289.8.3,PASS,PASS,Human,9.55262559279088,6.09295220406406
8290-1,VAMP5.8290.1.3,VAMP5.8290.1.3,PASS,PASS,Human,4.27363859813651,14.8695365962017
8296-117,KDELC2.8296.117.3,KDELC2.8296.117.3,PASS,PASS,Human,7.21795403747065,12.9785122320235
8297-8,DNAJC10.8297.8.3,DNAJC10.8297.8.3,PASS,PASS,Human,7.87864001231751,8.62600722061453
8298-8,SSMEM1.8298.8.3,SSMEM1.8298.8.3,PASS,PASS,Human,5.55063449765551,7.28599754179386
8299-66,LILRA4.8299.66.3,LILRA4.8299.66.3,PASS,PASS,Human,4.14132439063991,4.00421233735786
8300-82,PEX14.8300.82.3,PEX14.8300.82.3,PASS,PASS,Human,7.08510442294555,10.8211401868816
8304-50,TNFRSF11B.8304.50.3,TNFRSF11B.8304.50.3,PASS,PASS,Human,3.31224149695243,6.52610860143048
8305-18,SULF2.8305.18.3,SULF2.8305.18.3,PASS,PASS,Human,3.0924466492635,5.23908427538738
8306-54,PRRG1.8306.54.3,PRRG1.8306.54.3,PASS,PASS,Human,3.95668609099856,5.91430067487631
8307-47,C11orf68.8307.47.3,C11orf68.8307.47.3,PASS,PASS,Human,4.70521835459255,9.31084660988784
8309-12,HYAL1.8309.12.3,HYAL1.8309.12.3,PASS,PASS,Human,4.66469089733315,3.75957487317747
8312-139,CMPK1.8312.139.3,CMPK1.8312.139.3,PASS,PASS,Human,16.229082859296,8.11011353632287
8314-71,GNS.8314.71.3,GNS.8314.71.3,PASS,PASS,Human,5.50573479989292,5.42719130822416
8315-5,DEFB119.8315.5.3,DEFB119.8315.5.3,PASS,PASS,Human,4.94260813512146,7.60314049003654
8316-36,TNFRSF11A.8316.36.3,TNFRSF11A.8316.36.3,PASS,PASS,Human,4.1405972458954,10.7659136463334
8318-13,SPRED1.8318.13.3,SPRED1.8318.13.3,PASS,PASS,Human,5.91275464128355,6.40383794847925
8321-27,ZNF843.8321.27.3,ZNF843.8321.27.3,PASS,PASS,Human,4.24917279153514,4.86093153866003
8323-163,TFF3.8323.163.3,TFF3.8323.163.3,PASS,PASS,Human,2.75087937455216,2.74771981568538
8325-37,ADH4.8325.37.3,ADH4.8325.37.3,PASS,PASS,Human,10.8155943800644,9.40669870053928
8326-63,SIGIRR.8326.63.3,SIGIRR.8326.63.3,PASS,PASS,Human,4.59417869772412,7.60024702027926
8327-26,DPEP2.8327.26.3,DPEP2.8327.26.3,PASS,PASS,Human,4.67899257129796,10.4368338429488
8328-9,ETNK1.8328.9.3,ETNK1.8328.9.3,PASS,PASS,Human,5.37700573346213,11.0619612816552
8336-267,GRAMD1C.8336.267.3,GRAMD1C.8336.267.3,PASS,PASS,Human,3.82173832288604,6.02750253665365
8337-65,PTPRU.8337.65.3,PTPRU.8337.65.3,PASS,PASS,Human,4.69846032432912,5.45790279808279
8339-72,GRP.8339.72.3,GRP.8339.72.3,PASS,PASS,Human,3.85958638364171,4.31994951894638
8340-9,DEFB110.8340.9.3,DEFB110.8340.9.3,PASS,PASS,Human,3.84275593621191,4.5127401596158
8343-224,PAPOLG.8343.224.3,PAPOLG.8343.224.3,PASS,PASS,Human,5.10320262495302,5.39471855866339
8345-27,GPX7.8345.27.3,GPX7.8345.27.3,PASS,PASS,Human,4.94216992638755,4.20155589143451
8346-9,DPP7.8346.9.3,DPP7.8346.9.3,PASS,PASS,Human,4.33113624026523,8.41080816613095
8348-4,EPHB2.8348.4.3,EPHB2.8348.4.3,PASS,PASS,Human,6.05520722208203,11.0909824091886
8352-26,SIGLEC12.8352.26.3,SIGLEC12.8352.26.3,PASS,PASS,Human,12.1610855317342,7.35716525573899
8353-15,SCN2B.8353.15.3,SCN2B.8353.15.3,PASS,PASS,Human,3.77967095737558,6.07265585986825
8355-80,ISM1.8355.80.3,ISM1.8355.80.3,PASS,PASS,Human,5.52392941454778,4.74779598021523
8357-43,SULT4A1.8357.43.3,SULT4A1.8357.43.3,PASS,PASS,Human,4.25163400296202,6.49735786927149
8360-169,NCR1.8360.169.3,NCR1.8360.169.3,PASS,PASS,Human,5.02832110110681,6.94022219285311
8362-102,IGJ.8362.102.3,IGJ.8362.102.3,PASS,PASS,Human,3.61284698958422,3.65911635560041
8363-18,KIAA1324L.8363.18.3,KIAA1324L.8363.18.3,PASS,PASS,Human,3.18250755393025,5.67048165256815
8364-74,UST.8364.74.3,UST.8364.74.3,PASS,PASS,Human,4.71422128482225,10.2426269267569
8366-19,C1orf115.8366.19.3,C1orf115.8366.19.3,PASS,PASS,Human,5.7961146270315,4.74381416673877
8367-142,VSIG1.8367.142.3,VSIG1.8367.142.3,PASS,PASS,Human,4.68039218777735,17.0544160606826
8368-102,TNFRSF1B.8368.102.3,TNFRSF1B.8368.102.3,PASS,PASS,Human,3.01038023189074,4.55646993851856
8369-102,DAG1.8369.102.3,DAG1.8369.102.3,PASS,PASS,Human,4.44863870911278,3.37199823045656
8370-102,DEFB119.8370.102.3,DEFB119.8370.102.3,PASS,PASS,Human,4.68293371200447,17.3657645211336
8372-29,CDHR1.8372.29.3,CDHR1.8372.29.3,PASS,PASS,Human,4.02311834261202,3.37317784537149
8374-5,NGFR.8374.5.3,NGFR.8374.5.3,PASS,PASS,Human,10.6279690166185,11.8279330049713
8376-25,LHB.8376.25.4,LHB.8376.25.4,PASS,PASS,Human,4.17768809369053,4.62682151374336
8377-87,SCG2.8377.87.4,SCG2.8377.87.4,PASS,PASS,Human,4.98543051194568,5.10071275018258
8378-3,LDOC1.8378.3.4,LDOC1.8378.3.4,PASS,PASS,Human,5.97790926479,12.3682137606216
8379-35,IL9.8379.35.4,IL9.8379.35.4,PASS,PASS,Human,6.41254827257822,8.40444697740939
8380-244,DLK1.8380.244.4,DLK1.8380.244.4,PASS,PASS,Human,4.6415826669901,2.35133771500173
8381-18,RETSAT.8381.18.4,RETSAT.8381.18.4,PASS,PASS,Human,4.457317333432,4.79049305724068
8382-47,MAPKAPK5.8382.47.3,MAPKAPK5.8382.47.3,PASS,PASS,Human,5.48389371134164,7.34632269023999
8386-11,PATE1.8386.11.3,PATE1.8386.11.3,PASS,PASS,Human,4.13572728050126,6.86938201024599
8388-24,SPAST.8388.24.3,SPAST.8388.24.3,PASS,PASS,Human,3.33511434780934,5.49185058347943
8389-8,LRRC74.8389.8.3,LRRC74A.8389.8.3,PASS,PASS,Human,6.13680788754461,7.01838190149344
8390-25,COX7A1.8390.25.3,COX7A1.8390.25.3,PASS,PASS,Human,16.2172303523572,4.17988594819455
8391-12,DEFB115.8391.12.3,DEFB115.8391.12.3,PASS,PASS,Human,4.25725658771136,9.06789141941663
8393-121,CTSF.8393.121.3,CTSF.8393.121.3,PASS,PASS,Human,3.05005880878688,19.1083780265008
8394-56,RNASE2.8394.56.3,RNASE2.8394.56.3,PASS,PASS,Human,3.45489621802288,4.6173612143551
8396-42,FAAH2.8396.42.3,FAAH2.8396.42.3,PASS,PASS,Human,3.09622471026896,3.64491668248477
8397-147,QSOX2.8397.147.3,QSOX2.8397.147.3,PASS,PASS,Human,3.14406077773161,3.155657602227
8398-277,RARRES1.8398.277.3,RARRES1.8398.277.3,PASS,PASS,Human,5.11616362787498,12.044870587611
8400-74,GRP.8400.74.3,GRP.8400.74.3,PASS,PASS,Human,4.91438125444419,6.09577331136058
8404-102,BOLA2.8404.102.3,BOLA2.8404.102.3,PASS,PASS,Human,16.2624055469714,15.6399262922702
8429-16,AXIN2.8429.16.3,AXIN2.8429.16.3,PASS,PASS,Human,4.52057249408853,2.44266094273741
8447-11,GHRL.8447.11.3,GHRL.8447.11.3,PASS,PASS,Human,4.06586465250196,5.46245294576284
8458-111,SNCA.8458.111.3,SNCA.8458.111.3,PASS,PASS,Human,11.9905581656531,9.82980866470236
8458-16,SNCA.8458.16.3,SNCA.8458.16.3,PASS,PASS,Human,7.65296563667062,11.9133382254337
8459-10,BMP6.8459.10.3,BMP6.8459.10.3,PASS,PASS,Human,12.1593736603906,5.2829529497309
8462-18,GH1.8462.18.3,GH1.8462.18.3,PASS,PASS,Human,4.19264819623153,17.0303444754927
8463-2,SOD3.8463.2.3,SOD3.8463.2.3,PASS,PASS,Human,4.98888510098388,7.1336709290714
8464-31,RSPO4.8464.31.3,RSPO4.8464.31.3,PASS,PASS,Human,3.59951817290668,5.31013455166558
8465-52,CTSH.8465.52.3,CTSH.8465.52.3,PASS,PASS,Human,6.82276379123333,14.0867559931421
8467-9,INHBA.INHBB.8467.9.3,INHBA.INHBB.8467.9.3,PASS,PASS,Human,3.67282713031237,4.54824782212546
8468-19,KLK3.8468.19.3,KLK3.8468.19.3,PASS,PASS,Human,15.4968744072909,7.28123638031912
8470-213,RNASEH1.8470.213.3,RNASEH1.8470.213.3,PASS,PASS,Human,5.64445418839855,11.7015916080425
8475-15,MMP7.8475.15.3,MMP7.8475.15.3,PASS,PASS,Human,4.09565956683372,15.2837032460678
8476-11,CHGA.8476.11.3,CHGA.8476.11.3,PASS,PASS,Human,4.44003839273293,13.2032973314792
8479-4,MMP10.8479.4.3,MMP10.8479.4.3,PASS,PASS,Human,5.13957318087979,9.16257035566154
8484-24,LEP.8484.24.3,LEP.8484.24.3,PASS,PASS,Human,3.02194024712526,4.14405831740041
8484-8,LEP.8484.8.3,LEP.8484.8.3,PASS,PASS,Human,6.05106560377855,6.98573448211078
8535-102,DMKN.8535.102.3,DMKN.8535.102.3,PASS,PASS,Human,5.3060430875536,7.06347700212623
8545-14,C17orf78.8545.14.3,C17orf78.8545.14.3,PASS,PASS,Human,3.8493955117776,5.96846537685352
8556-5,FAM134B.8556.5.3,FAM134B.8556.5.3,PASS,PASS,Human,3.64670512955367,10.6810546224389
8578-45,AMELX.8578.45.3,AMELX.8578.45.3,PASS,PASS,Human,4.09343465160727,5.4330993224748
8595-75,SMR3B.8595.75.3,SMR3B.8595.75.3,PASS,PASS,Human,4.16203437884414,3.65343720787978
8601-167,LRP1.8601.167.3,LRP1.8601.167.3,PASS,PASS,Human,5.61343060176137,9.68242492499314
8606-39,GPNMB.8606.39.3,GPNMB.8606.39.3,PASS,PASS,Human,5.76540344484918,8.26803872122697
8613-97,RTBDN.8613.97.3,RTBDN.8613.97.3,PASS,PASS,Human,5.48419128706348,5.78967858787856
8619-12,CADM4.8619.12.3,CADM4.8619.12.3,PASS,PASS,Human,3.04693739601508,4.58561838528933
8620-56,KLK14.8620.56.3,KLK14.8620.56.3,PASS,PASS,Human,12.4693688869015,8.01431449438043
8624-16,UNC5D.8624.16.3,UNC5D.8624.16.3,PASS,PASS,Human,5.62234711352731,3.95620072905009
8631-13,ERMAP.8631.13.3,ERMAP.8631.13.3,PASS,PASS,Human,4.8011781212935,7.22515243371728
8646-61,LRRTM4.8646.61.3,LRRTM4.8646.61.3,PASS,PASS,Human,5.52659475098134,14.5891960825455
8659-68,G6B.8659.68.3,G6B.8659.68.3,PASS,PASS,Human,4.03209533870323,12.9124057516082
8660-33,OLFML3.8660.33.3,OLFML3.8660.33.3,PASS,PASS,Human,11.5565255018747,11.8994660830237
8660-5,OLFML3.8660.5.3,OLFML3.8660.5.3,PASS,PASS,Human,4.72958251117111,4.24262364490621
8681-93,PGRMC2.8681.93.3,PGRMC2.8681.93.3,PASS,PASS,Human,9.87739709072781,5.80051154231033
8683-119,PILRA.8683.119.3,PILRA.8683.119.3,PASS,PASS,Human,3.04937349308086,6.07579253176523
8697-38,GPC1.8697.38.3,GPC1.8697.38.3,PASS,PASS,Human,3.92572349236121,4.13429158074759
8699-43,CRIM1.8699.43.3,CRIM1.8699.43.3,PASS,PASS,Human,6.35993026959904,9.30051746745485
8700-325,GALNT11.8700.325.3,GALNT11.8700.325.3,PASS,PASS,Human,4.64631760482763,4.40823273962525
8748-45,CD74.8748.45.3,CD74.8748.45.3,PASS,PASS,Human,3.73559842784677,5.07943177856633
8749-194,CD1D.8749.194.3,CD1D.8749.194.3,PASS,PASS,Human,4.30681545131068,4.42797121738487
8750-46,VCL.8750.46.3,VCL.8750.46.3,PASS,PASS,Human,5.17763057935525,4.26860402707868
8755-202,HLA.DPB1.8755.202.3,HLA.DPB1.8755.202.3,PASS,PASS,Human,4.45602349922525,11.3997872488107
8756-41,KCNE1L.8756.41.3,KCNE5.8756.41.3,PASS,PASS,Human,4.04585798451999,4.72701692503503
8758-2,PCDHA7.8758.2.3,PCDHA7.8758.2.3,PASS,PASS,Human,6.7780324624159,11.0194202468362
8759-29,A4GALT.8759.29.3,A4GALT.8759.29.3,PASS,PASS,Human,6.08357862213034,10.2816351110517
8760-10,DCUN1D5.8760.10.3,DCUN1D5.8760.10.3,PASS,PASS,Human,8.64573580070483,8.88611859298597
8761-7,FAF2.8761.7.3,FAF2.8761.7.3,PASS,PASS,Human,4.38821930366837,4.90114008377016
8762-38,CD70.8762.38.3,CD70.8762.38.3,PASS,PASS,Human,7.21651815551242,9.02115226607861
8766-29,LILRA5.8766.29.3,LILRA5.8766.29.3,PASS,PASS,Human,10.5155008014939,15.3249337695014
8767-44,ECE1.8767.44.3,ECE1.8767.44.3,PASS,PASS,Human,7.28397380230884,7.14792000118282
8768-4,BCL10.8768.4.3,BCL10.8768.4.3,PASS,PASS,Human,3.23115604388503,5.85866704665026
8769-30,TXNDC11.8769.30.3,TXNDC11.8769.30.3,PASS,PASS,Human,4.74683548624909,6.17578232483004
8770-136,CD84.8770.136.3,CD84.8770.136.3,PASS,PASS,Human,3.49460399759073,4.2161616124191
8772-5,EFNB2.8772.5.3,EFNB2.8772.5.3,PASS,PASS,Human,5.76454987981994,11.4973553927235
8773-172,EMILIN3.8773.172.3,EMILIN3.8773.172.3,PASS,PASS,Human,6.86662430093202,10.0990636840381
